Question,Answer Options,Correct Answer,Dish,Origin,Question type
¿Cuál es un ingrediente principal de sopa de nuez en México?,"['chorizo', 'mermelada de leche', 'nuez', 'clara de huevo']",nuez,sopa de nuez,México,main ingredient
¿En qué país es tradicionalmente popular el plato sopa de nuez?,"['Perú', 'México', 'Colombia', 'España']",México,sopa de nuez,México,country of traditional dish
¿Cuál es un ingrediente principal de guinatán en México?,"['leche de coco', 'casabe de yuca', 'lechón', 'judía verde']",leche de coco,guinatán,México,main ingredient
¿En qué país es tradicionalmente popular el plato guinatán?,"['Argentina', 'Perú', 'México', 'Venezuela']",México,guinatán,México,country of traditional dish
¿Cuál es un ingrediente principal de Fruta de horno en México?,"['harina de arroz', 'harina de trigo', 'Morcilla de Asturias', 'Piñón']",harina de trigo,Fruta de horno,México,main ingredient
¿En qué país es tradicionalmente popular el plato Fruta de horno?,"['México', 'España', 'Argentina', 'Venezuela']",México,Fruta de horno,México,country of traditional dish
¿Cuál es un ingrediente principal de melcocha en México?,"['tripas', 'panela', 'pimentón', 'jengibre']",panela,melcocha,México,main ingredient
¿En qué país es tradicionalmente popular el plato melcocha?,"['Colombia', 'España', 'México', 'Venezuela']",México,melcocha,México,country of traditional dish
¿Cuál es un ingrediente principal de Carnitas en México?,"['marraqueta', 'ropa vieja', 'Cocción a fuego lento', 'salsa picante']",Cocción a fuego lento,Carnitas,México,main ingredient
¿En qué país es tradicionalmente popular el plato Carnitas?,"['México', 'Perú', 'Argentina', 'Venezuela']",México,Carnitas,México,country of traditional dish
¿Cuál es un ingrediente principal de huevos motuleños en México?,"['crema pastelera', 'Consomé', 'Tortilla de maíz', 'fríjol']",Tortilla de maíz,huevos motuleños,México,main ingredient
¿En qué país es tradicionalmente popular el plato huevos motuleños?,"['Colombia', 'Perú', 'Venezuela', 'México']",México,huevos motuleños,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Paste?,"['Argentina', 'Perú', 'México', 'España']",México,Paste,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Minguichi?,"['Argentina', 'México', 'España', 'Venezuela']",México,Minguichi,México,country of traditional dish
¿Cuál es un ingrediente principal de Garnacha en México?,"['cebolla', 'chile jalapeño', 'panceta', 'harina de almendra']",cebolla,Garnacha,México,main ingredient
¿En qué país es tradicionalmente popular el plato Garnacha?,"['Colombia', 'México', 'España', 'Perú']",México,Garnacha,México,country of traditional dish
¿Cuál es un ingrediente principal de taco acorazado en México?,"['azúcar de caña', 'Tortilla de maíz', 'almendra', 'Morcilla de Asturias']",Tortilla de maíz,taco acorazado,México,main ingredient
¿En qué país es tradicionalmente popular el plato taco acorazado?,"['Venezuela', 'Colombia', 'México', 'España']",México,taco acorazado,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pozole?,"['Colombia', 'España', 'Perú', 'México']",México,Pozole,México,country of traditional dish
¿Cuál es un ingrediente principal de tlayuda en México?,"['vinagre', 'tortilla de trigo', 'limón', 'mazapán']",tortilla de trigo,tlayuda,México,main ingredient
¿En qué país es tradicionalmente popular el plato tlayuda?,"['México', 'Venezuela', 'Perú', 'Argentina']",México,tlayuda,México,country of traditional dish
¿Cuál es un ingrediente principal de Cocol en México?,"['harina de trigo', 'pera', 'cebolla', 'calabaza']",harina de trigo,Cocol,México,main ingredient
¿En qué país es tradicionalmente popular el plato Cocol?,"['México', 'Perú', 'España', 'Argentina']",México,Cocol,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Concha?,"['Perú', 'México', 'España', 'Venezuela']",México,Concha,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Obispo?,"['Perú', 'Argentina', 'Venezuela', 'México']",México,Obispo,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cochinita pibil?,"['México', 'Argentina', 'Colombia', 'España']",México,Cochinita pibil,México,country of traditional dish
¿Cuál es un ingrediente principal de nachos en México?,"['salsa de queso', 'cola', 'hoja de banana', 'mariscos']",salsa de queso,nachos,México,main ingredient
¿En qué país es tradicionalmente popular el plato nachos?,"['México', 'Venezuela', 'Colombia', 'Argentina']",México,nachos,México,country of traditional dish
¿Cuál es un ingrediente principal de pescado en Tikin Xic en México?,"['hoja de banana', 'frijoles negros', 'mermelada de leche', 'casabe de yuca']",hoja de banana,pescado en Tikin Xic,México,main ingredient
¿En qué país es tradicionalmente popular el plato pescado en Tikin Xic?,"['México', 'Argentina', 'Colombia', 'Venezuela']",México,pescado en Tikin Xic,México,country of traditional dish
¿Cuál es un ingrediente principal de Caldo tlalpeño en México?,"['pargo rojo', 'carne de pollo', 'limón', 'Habas']",carne de pollo,Caldo tlalpeño,México,main ingredient
¿En qué país es tradicionalmente popular el plato Caldo tlalpeño?,"['España', 'México', 'Perú', 'Argentina']",México,Caldo tlalpeño,México,country of traditional dish
¿Cuál es un ingrediente principal de tortilla de trigo en México?,"['berenjena', 'anisetta', 'masa madre', 'harina de trigo']",harina de trigo,tortilla de trigo,México,main ingredient
¿En qué país es tradicionalmente popular el plato tortilla de trigo?,"['Colombia', 'Perú', 'Venezuela', 'México']",México,tortilla de trigo,México,country of traditional dish
¿Cuál es un ingrediente principal de Havannets en Argentina?,"['chocolate', 'laurel', 'calabaza', 'vinagre']",chocolate,Havannets,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato Havannets?,"['Perú', 'Argentina', 'Venezuela', 'Colombia']",Argentina,Havannets,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de alfajor en Argentina?,"['yema', 'plátano de cocinar', 'castaña', 'mermelada de leche']",mermelada de leche,alfajor,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato alfajor?,"['España', 'México', 'Venezuela', 'Argentina']",Argentina,alfajor,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Sorrentinos?,"['Argentina', 'Venezuela', 'Perú', 'España']",Argentina,Sorrentinos,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Revuelto de Gramajo?,"['México', 'Argentina', 'Venezuela', 'Colombia']",Argentina,Revuelto de Gramajo,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de pizza argentina en Argentina?,"['salsa de tomate', 'chile jalapeño', 'huevo duro', 'dulce de membrillo']",salsa de tomate,pizza argentina,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato pizza argentina?,"['España', 'Argentina', 'Venezuela', 'Colombia']",Argentina,pizza argentina,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de bara brith en Argentina?,"['verde oliva', 'casquería', 'harina de arroz', 'levadura de panadería']",levadura de panadería,bara brith,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato bara brith?,"['España', 'Venezuela', 'México', 'Argentina']",Argentina,bara brith,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de anticucho en Argentina?,"['coco', 'huevo', 'casquería', 'Piñón']",casquería,anticucho,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato anticucho?,"['Venezuela', 'México', 'Colombia', 'Argentina']",Argentina,anticucho,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato carbonada?,"['España', 'Argentina', 'Perú', 'México']",Argentina,carbonada,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato tucumana?,"['España', 'México', 'Colombia', 'Argentina']",Argentina,tucumana,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Fugazza con queso?,"['Argentina', 'España', 'México', 'Perú']",Argentina,Fugazza con queso,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Dulce de batata?,"['Colombia', 'Argentina', 'Perú', 'España']",Argentina,Dulce de batata,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de asado en Argentina?,"['perdiz', 'carne de res', 'lima', 'chuño']",carne de res,asado,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato asado?,"['Colombia', 'Venezuela', 'Argentina', 'España']",Argentina,asado,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de Col rellena en Argentina?,"['queso fresco', 'linguiça', 'bacalao', 'Brassica oleracea var. capitata f. alba']",Brassica oleracea var. capitata f. alba,Col rellena,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato Col rellena?,"['México', 'Perú', 'Colombia', 'Argentina']",Argentina,Col rellena,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato helado de dulce de leche?,"['España', 'Argentina', 'Venezuela', 'México']",Argentina,helado de dulce de leche,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de pastafrola en Argentina?,"['especia', 'cereza', 'azúcar', 'salsa picante']",azúcar,pastafrola,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato pastafrola?,"['México', 'Argentina', 'Colombia', 'Perú']",Argentina,pastafrola,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de queso y dulce en Argentina?,"['bicarbonato', 'dulce de membrillo', 'levadura de panadería', 'Salo']",dulce de membrillo,queso y dulce,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato queso y dulce?,"['Colombia', 'España', 'Perú', 'Argentina']",Argentina,queso y dulce,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de sajta de pollo en Argentina?,"['chuño', 'chile en polvo', 'Morcilla de Asturias', 'verde oliva']",chuño,sajta de pollo,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato sajta de pollo?,"['Argentina', 'México', 'España', 'Venezuela']",Argentina,sajta de pollo,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de Sándwich Barros Luco en Argentina?,"['queso', 'calabaza', 'tortilla', 'Chicharrón']",queso,Sándwich Barros Luco,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato Sándwich Barros Luco?,"['México', 'Argentina', 'España', 'Colombia']",Argentina,Sándwich Barros Luco,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Mantecol?,"['México', 'Argentina', 'Perú', 'Venezuela']",Argentina,Mantecol,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cabeza guateada?,"['Venezuela', 'España', 'Colombia', 'Argentina']",Argentina,Cabeza guateada,Argentina,country of traditional dish
¿En qué país es tradicionalmente popular el plato Imperial ruso?,"['Argentina', 'México', 'Colombia', 'España']",Argentina,Imperial ruso,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de locro en Argentina?,"['huevo', 'especia', 'arroz blanco', 'carne']",carne,locro,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato locro?,"['Perú', 'Argentina', 'España', 'Colombia']",Argentina,locro,Argentina,country of traditional dish
¿Cuál es un ingrediente principal de lomito en Argentina?,"['pimienta negra', 'falsa crema pastelera', 'caldo', 'merengue']",pimienta negra,lomito,Argentina,main ingredient
¿En qué país es tradicionalmente popular el plato lomito?,"['Perú', 'España', 'México', 'Argentina']",Argentina,lomito,Argentina,country of traditional dish
